metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
host_body_mass_index	s__Bacteroides_vulgatus	host_body_mass_index	0.0112958604707812	0.0175399426048013	89	72	0.521412485865634	0.907452504334897
host_age	s__Bacteroides_xylanisolvens	host_age	-0.00317827304548457	0.00493016355734513	89	50	0.520992669016779	0.907452504334897
description	s__Bacteroidales_bacterium_ph8	Population Control	0.0125806391170314	0.0172378600378522	89	57	0.467628191493515	0.907452504334897
host_body_mass_index	s__Odoribacter_splanchnicus	host_body_mass_index	0.00526570792784899	0.00733335376825374	89	43	0.474818779954949	0.907452504334897
sex	s__Odoribacter_unclassified	male	-0.00283049538190729	0.00406672575373107	89	20	0.488437645066446	0.907452504334897
host_body_mass_index	s__Parabacteroides_distasonis	host_body_mass_index	0.00638591643037146	0.00995707341339668	89	62	0.523131965004978	0.907452504334897
description	s__Parabacteroides_merdae	Population Control	-0.0152688939820859	0.0234568974102145	89	63	0.516954374026385	0.907452504334897
sex	s__Parabacteroides_unclassified	male	0.0160081183039156	0.025870595042425	89	36	0.53782153703039	0.907452504334897
description	s__Alistipes_finegoldii	Population Control	-0.010991186137465	0.015135720293429	89	58	0.46985060702574	0.907452504334897
host_body_mass_index	s__Alistipes_finegoldii	host_body_mass_index	-0.00486365312998983	0.00716126051520037	89	58	0.498995742987274	0.907452504334897
description	s__Alistipes_indistinctus	Population Control	-0.00795229948596069	0.0129246982813439	89	50	0.54011664705308	0.907452504334897
description	s__Alistipes_putredinis	Population Control	0.0182764513782455	0.0315868388453896	89	70	0.564478013273559	0.907452504334897
host_age	s__Alistipes_senegalensis	host_age	-0.0017474664911479	0.00291812382861047	89	37	0.550976729734453	0.907452504334897
host_age	s__Streptococcus_salivarius	host_age	-0.00266652550423882	0.00404943111280244	89	45	0.512111547188384	0.907452504334897
sex	s__Eubacterium_eligens	male	-0.0112552095120012	0.0192241773685729	89	70	0.559878626444338	0.907452504334897
host_body_mass_index	s__Eubacterium_siraeum	host_body_mass_index	-0.00963315878840318	0.0142457948477549	89	41	0.500857202407312	0.907452504334897
sex	s__Eubacterium_ventriosum	male	0.00458301412707801	0.00842981354498383	89	39	0.588182309250261	0.907452504334897
host_age	s__Ruminococcus_gnavus	host_age	0.00513975845278569	0.00943472073444219	89	29	0.58742674547572	0.907452504334897
sex	s__Ruminococcus_gnavus	male	-0.00904899336273189	0.0171673304167349	89	29	0.599579049641509	0.907452504334897
description	s__Coprococcus_comes	Population Control	0.00622323263634411	0.00892289198981016	89	62	0.487545924573044	0.907452504334897
host_body_mass_index	s__Dorea_formicigenerans	host_body_mass_index	-0.00194422693983216	0.00366120242834224	89	71	0.596865735763517	0.907452504334897
sex	s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	male	-0.00319487368672299	0.00478382540020305	89	25	0.506152049954707	0.907452504334897
description	s__Lachnospiraceae_bacterium_7_1_58FAA	Population Control	-0.00277720489616215	0.00426712329999176	89	70	0.517016245074968	0.907452504334897
host_age	s__Lachnospiraceae_bacterium_8_1_57FAA	host_age	0.00238859220593567	0.00396252905887671	89	32	0.548350180898541	0.907452504334897
sex	s__Roseburia_hominis	male	-0.00907450115276706	0.0143488079044539	89	75	0.528914607649	0.907452504334897
host_age	s__Roseburia_intestinalis	host_age	-0.00414799652133704	0.00679009527477395	89	53	0.543004683144916	0.907452504334897
description	s__Roseburia_unclassified	Population Control	0.00560469960854675	0.00803583192924721	89	29	0.48753483650418	0.907452504334897
sex	s__Oscillibacter_unclassified	male	-0.00479167660220361	0.00843439280945604	89	85	0.57155032812272	0.907452504334897
host_body_mass_index	s__Oscillibacter_unclassified	host_body_mass_index	0.00278627979357531	0.00417864737890625	89	85	0.506824947533779	0.907452504334897
host_body_mass_index	s__Peptostreptococcaceae_noname_unclassified	host_body_mass_index	-0.00312368415280425	0.00572198336753395	89	38	0.586647376662293	0.907452504334897
sex	s__Anaerotruncus_colihominis	male	-0.00104628331857874	0.00179055921915169	89	19	0.560640333815607	0.907452504334897
host_body_mass_index	s__Faecalibacterium_prausnitzii	host_body_mass_index	-0.00538393542278658	0.00920732894384493	89	78	0.560365062955511	0.907452504334897
host_body_mass_index	s__Ruminococcaceae_bacterium_D16	host_body_mass_index	0.00103754725626033	0.00193706403191878	89	20	0.593701139486212	0.907452504334897
description	s__Ruminococcus_lactaris	Population Control	0.00680645864602496	0.0117570786525858	89	39	0.564266732234527	0.907452504334897
sex	s__Subdoligranulum_unclassified	male	-0.0155879424532701	0.0279119514860228	89	87	0.578084365757627	0.907452504334897
host_body_mass_index	s__Subdoligranulum_unclassified	host_body_mass_index	-0.00732313244838472	0.0138284053816495	89	87	0.597875484575894	0.907452504334897
sex	s__Holdemania_filiformis	male	-0.0019976069040971	0.00292142979643533	89	24	0.496091742619179	0.907452504334897
sex	s__Veillonella_unclassified	male	-0.0123979761304	0.0177042430101536	89	34	0.485782345385994	0.907452504334897
description	s__Burkholderiales_bacterium_1_1_47	Population Control	-0.00321280972805193	0.00475720926086649	89	30	0.501397061499504	0.907452504334897
host_body_mass_index	s__Oxalobacter_formigenes	host_body_mass_index	-0.00111435624063152	0.00211777991810512	89	24	0.600211427407674	0.907452504334897
description	s__Parasutterella_excrementihominis	Population Control	-0.00371838880377534	0.00523926393199009	89	31	0.479943875251435	0.907452504334897
description	s__Bilophila_unclassified	Population Control	-0.00490198145503843	0.00814130562588468	89	67	0.548802058388607	0.907452504334897
host_body_mass_index	s__Bilophila_wadsworthia	host_body_mass_index	0.000885552255391053	0.0012753996123573	89	33	0.489484784998328	0.907452504334897
sex	s__Desulfovibrio_desulfuricans	male	0.00223991280043559	0.00412734227993126	89	25	0.588844450651033	0.907452504334897
host_age	s__Escherichia_coli	host_age	-0.00555256107176074	0.00796366829043313	89	40	0.487676038572064	0.907452504334897
description	s__Haemophilus_parainfluenzae	Population Control	0.00654790667018941	0.0124530236998091	89	27	0.600475751987163	0.907452504334897
host_age	s__C2likevirus_unclassified	host_age	0.00175766054591129	0.00290397237224851	89	19	0.546718921533237	0.907452504334897
host_age	s__Bacteroides_vulgatus	host_age	-0.00972967690777095	0.0194568508925198	89	72	0.618402560405739	0.908489579650614
host_age	s__Parabacteroides_distasonis	host_age	0.00556643675343231	0.0110452637785315	89	62	0.615670403911403	0.908489579650614
description	s__Alistipes_shahii	Population Control	0.00912015114337701	0.017710059341235	89	62	0.607993890088721	0.908489579650614
sex	s__Clostridium_leptum	male	0.00347151658050526	0.00691292612263633	89	32	0.61692204732952	0.908489579650614
host_body_mass_index	s__Eubacterium_rectale	host_body_mass_index	0.00773907353518367	0.0149151887452165	89	71	0.605282416844837	0.908489579650614
sex	s__Anaerostipes_hadrus	male	-0.00556770472968343	0.0109348308148139	89	59	0.612033556217923	0.908489579650614
sex	s__Roseburia_intestinalis	male	0.00632027675878786	0.0123551944380945	89	53	0.610376397128753	0.908489579650614
sex	s__Parabacteroides_merdae	male	0.0111269663944778	0.0224013941312975	89	63	0.62075671226984	0.908643883177592
host_age	s__Coprobacillus_unclassified	host_age	0.00232659081705515	0.00472602917475085	89	19	0.623860574922937	0.909890513606016
host_age	s__Anaerotruncus_unclassified	host_age	0.00109141589504384	0.00226511195807086	89	19	0.631236942566358	0.917337139556865
host_age	s__Methanobrevibacter_smithii	host_age	0.00449259031429584	0.0120695978620289	89	29	0.710710524278368	0.920448060658718
host_age	s__Bifidobacterium_bifidum	host_age	-0.0025409654589179	0.00592044047338857	89	19	0.668942063668008	0.920448060658718
host_age	s__Bifidobacterium_longum	host_age	-0.00258552052466731	0.00733151168603536	89	42	0.725271855913486	0.920448060658718
host_body_mass_index	s__Gordonibacter_pamelaeae	host_body_mass_index	-0.000596948214859254	0.0014493300424429	89	18	0.681529814527001	0.920448060658718
sex	s__Bacteroides_cellulosilyticus	male	-0.00954364287568036	0.028946355703391	89	54	0.742487617061388	0.920448060658718
host_body_mass_index	s__Bacteroides_cellulosilyticus	host_body_mass_index	0.00522159072712384	0.0143408797908078	89	54	0.716739932362978	0.920448060658718
description	s__Bacteroides_fragilis	Population Control	-0.008542424376567	0.0220059716820744	89	32	0.698908987508213	0.920448060658718
sex	s__Bacteroides_fragilis	male	0.00650792289353614	0.0210157565287239	89	32	0.757618052685237	0.920448060658718
host_body_mass_index	s__Bacteroides_fragilis	host_body_mass_index	-0.00343995694262556	0.0104118266623804	89	32	0.741969453003293	0.920448060658718
host_body_mass_index	s__Bacteroides_intestinalis	host_body_mass_index	-0.00288066574930219	0.00808808548600709	89	21	0.722657077662872	0.920448060658718
sex	s__Bacteroides_nordii	male	0.00206304659794176	0.00601118501197377	89	26	0.732347271368496	0.920448060658718
host_body_mass_index	s__Bacteroides_stercoris	host_body_mass_index	-0.00563123770185688	0.0165525094013628	89	47	0.734594226291875	0.920448060658718
sex	s__Bacteroides_thetaiotaomicron	male	0.00865900719890689	0.0193802385556671	89	65	0.656229794509957	0.920448060658718
sex	s__Bacteroides_uniformis	male	-0.0168157983887255	0.0432883241060787	89	81	0.698707257788258	0.920448060658718
host_body_mass_index	s__Bacteroides_uniformis	host_body_mass_index	0.00818528683276403	0.0214463146487929	89	81	0.703722455818059	0.920448060658718
host_age	s__Odoribacter_splanchnicus	host_age	0.00370320537979644	0.00813480260602186	89	43	0.650176941725245	0.920448060658718
host_body_mass_index	s__Parabacteroides_merdae	host_body_mass_index	-0.00407727353727073	0.0110983124672171	89	63	0.714307323899297	0.920448060658718
description	s__Paraprevotella_unclassified	Population Control	-0.00810531220471069	0.0190081743866587	89	20	0.670952940625659	0.920448060658718
host_body_mass_index	s__Paraprevotella_unclassified	host_body_mass_index	-0.00401980137127192	0.00899345958185534	89	20	0.656104890783853	0.920448060658718
sex	s__Alistipes_finegoldii	male	0.00666304696486851	0.0144546497273137	89	58	0.646076482960166	0.920448060658718
host_age	s__Alistipes_indistinctus	host_age	0.00202998736479574	0.00678345855437518	89	50	0.765521159359726	0.920448060658718
description	s__Alistipes_onderdonkii	Population Control	-0.0123333567112818	0.026805556814184	89	72	0.64668933368204	0.920448060658718
sex	s__Alistipes_senegalensis	male	0.00191756600560155	0.00530979107625545	89	37	0.718948434772465	0.920448060658718
sex	s__Streptococcus_parasanguinis	male	0.00229767415887949	0.00606535014245836	89	26	0.705825274229009	0.920448060658718
host_body_mass_index	s__Streptococcus_parasanguinis	host_body_mass_index	-0.000965207694636926	0.00300495365197093	89	26	0.748892309414324	0.920448060658718
host_body_mass_index	s__Streptococcus_salivarius	host_body_mass_index	-0.00132444385577943	0.00365047713491794	89	45	0.717700729089146	0.920448060658718
host_age	s__Streptococcus_thermophilus	host_age	-0.00311199152835406	0.00779564494932509	89	34	0.690812341995316	0.920448060658718
host_body_mass_index	s__Eubacterium_ramulus	host_body_mass_index	-0.00084894555512826	0.00258868337544487	89	37	0.743810055212217	0.920448060658718
host_age	s__Eubacterium_rectale	host_age	0.006745115984155	0.0165452424781612	89	71	0.684599708216769	0.920448060658718
sex	s__Eubacterium_rectale	male	-0.0102258181954984	0.0301055698883263	89	71	0.734998709816525	0.920448060658718
description	s__Eubacterium_siraeum	Population Control	0.0140146536717606	0.0301092755549834	89	41	0.642866953034229	0.920448060658718
host_age	s__Eubacterium_siraeum	host_age	0.00495274386694989	0.0158026917444029	89	41	0.754783807038816	0.920448060658718
sex	s__Ruminococcus_obeum	male	-0.00355946070619651	0.00976058536426673	89	81	0.716314785182067	0.920448060658718
description	s__Dorea_formicigenerans	Population Control	-0.00327922425208072	0.0077381538872086	89	71	0.672868293517565	0.920448060658718
host_body_mass_index	s__Dorea_longicatena	host_body_mass_index	0.0019707619403686	0.00605844359724797	89	67	0.74580946752888	0.920448060658718
description	s__Lachnospiraceae_bacterium_3_1_46FAA	Population Control	0.00265587240469213	0.008635596261362	89	66	0.759224468416716	0.920448060658718
host_body_mass_index	s__Lachnospiraceae_bacterium_5_1_63FAA	host_body_mass_index	0.00104273142969695	0.00346868772217909	89	66	0.764489726263631	0.920448060658718
host_body_mass_index	s__Lachnospiraceae_bacterium_7_1_58FAA	host_body_mass_index	0.00061356583573151	0.00201893144226435	89	70	0.76198837667706	0.920448060658718
host_age	s__Roseburia_inulinivorans	host_age	-0.00242286311213733	0.00611634921190956	89	64	0.69306445347201	0.920448060658718
sex	s__Roseburia_inulinivorans	male	0.00402175895641291	0.0111292523457183	89	64	0.718776774408949	0.920448060658718
host_age	s__Oscillibacter_unclassified	host_age	-0.00148350415527036	0.00463532411796731	89	85	0.749769926775405	0.920448060658718
description	s__Clostridium_bartlettii	Population Control	0.00292401617512536	0.00877057461878521	89	37	0.739712623659041	0.920448060658718
host_age	s__Clostridium_bartlettii	host_age	-0.00192602481827435	0.00460318903617749	89	37	0.676767768398288	0.920448060658718
description	s__Peptostreptococcaceae_noname_unclassified	Population Control	-0.00517812002177964	0.012093728414267	89	38	0.669680996034391	0.920448060658718
host_age	s__Faecalibacterium_prausnitzii	host_age	0.00394905544730673	0.0102135811054327	89	78	0.700043734066752	0.920448060658718
sex	s__Ruminococcus_bromii	male	-0.00935338982775758	0.0233779658426033	89	37	0.690153434052388	0.920448060658718
host_body_mass_index	s__Coprobacillus_unclassified	host_body_mass_index	0.0017398846082674	0.00426041608334548	89	19	0.684083022798987	0.920448060658718
host_body_mass_index	s__Holdemania_filiformis	host_body_mass_index	0.000434872995431798	0.00144736263028286	89	24	0.764606553949992	0.920448060658718
host_age	s__Burkholderiales_bacterium_1_1_47	host_age	0.0007481182094319	0.00249679575902813	89	30	0.7652355018548	0.920448060658718
sex	s__Burkholderiales_bacterium_1_1_47	male	0.00144794011404455	0.00454314642529507	89	30	0.750778055034548	0.920448060658718
host_age	s__Sutterella_wadsworthensis	host_age	0.00240960592024565	0.00739071255238501	89	24	0.745251755983994	0.920448060658718
host_age	s__Bilophila_unclassified	host_age	0.00163939772073992	0.00427292058116407	89	67	0.702239732958062	0.920448060658718
host_age	s__Bilophila_wadsworthia	host_age	0.000550283070580786	0.00141478570626684	89	33	0.698345330359093	0.920448060658718
host_age	s__Desulfovibrio_desulfuricans	host_age	0.000705339903776452	0.00226828055622719	89	25	0.756641373740967	0.920448060658718
host_body_mass_index	s__Desulfovibrio_desulfuricans	host_body_mass_index	0.00062998087430621	0.00204480730142755	89	25	0.758816012997658	0.920448060658718
host_age	s__Escherichia_unclassified	host_age	0.000862641345339952	0.00268766388055986	89	39	0.749075211862906	0.920448060658718
sex	s__Haemophilus_parainfluenzae	male	0.00559949340157294	0.0118926679495275	89	27	0.639039328413773	0.920448060658718
host_body_mass_index	s__C2likevirus_unclassified	host_body_mass_index	-0.00098788841698104	0.00261787012793266	89	19	0.706902802355605	0.920448060658718
host_age	s__Anaerostipes_hadrus	host_age	0.0017691325239034	0.00600950016757256	89	59	0.769222968404397	0.922154537790434
host_age	s__Clostridium_leptum	host_age	-0.00108478383854347	0.00379916538224985	89	32	0.775974464991248	0.927496106084214
host_body_mass_index	s__Lachnospiraceae_bacterium_3_1_46FAA	host_body_mass_index	0.00113613236343581	0.00408581510049121	89	66	0.781677955205064	0.92881733500837
sex	s__C2likevirus_unclassified	male	0.00147427910673396	0.00528404121740093	89	19	0.780960222813123	0.92881733500837
host_body_mass_index	s__Alistipes_senegalensis	host_body_mass_index	0.000701017936262471	0.00263062736874898	89	37	0.790552773386959	0.936607977854344
host_age	s__Bacteroides_dorei	host_age	-0.00448885033352964	0.0178773192597261	89	64	0.802386864209637	0.944742881262058
sex	s__Odoribacter_splanchnicus	male	-0.00367733688621647	0.0148020114366162	89	43	0.804434532559772	0.944742881262058
description	s__Subdoligranulum_unclassified	Population Control	-0.00736814073772544	0.0292270998264248	89	87	0.801610609886292	0.944742881262058
host_body_mass_index	s__Bacteroides_dorei	host_body_mass_index	0.00387010553876251	0.0161160279983363	89	64	0.810835876945103	0.94950056314731
host_age	s__Bacteroides_uniformis	host_age	-0.00522013388352116	0.0237901432015748	89	81	0.826878488663568	0.952043730701568
description	s__Coprobacter_fastidiosus	Population Control	-0.00186660684885309	0.00852026650633066	89	27	0.827146904644184	0.952043730701568
host_body_mass_index	s__Parabacteroides_johnsonii	host_body_mass_index	0.00117706786849468	0.00521697531851545	89	20	0.822070308951898	0.952043730701568
host_age	s__Eubacterium_eligens	host_age	0.00238114232805589	0.0105651106152803	89	70	0.822260055157596	0.952043730701568
sex	s__Coprococcus_comes	male	0.00191934339388289	0.00852138357256462	89	62	0.822368136106391	0.952043730701568
description	s__Dorea_longicatena	Population Control	0.00282523420116436	0.0128048557243271	89	67	0.825936645930358	0.952043730701568
sex	s__Anaerotruncus_unclassified	male	0.000872886930459631	0.00412157672808944	89	19	0.832813625211372	0.955842910753961
host_age	s__Peptostreptococcaceae_noname_unclassified	host_age	0.00132280142165905	0.00634732847763773	89	38	0.835444104339762	0.956145660490832
host_age	s__Bacteroides_massiliensis	host_age	-0.00246161209001047	0.0122485568215759	89	25	0.841230862171434	0.957344417795097
host_age	s__Clostridium_hathewayi	host_age	0.000603976943005123	0.00298239525624146	89	23	0.840029020379587	0.957344417795097
host_age	s__Dorea_formicigenerans	host_age	-0.000799784277970376	0.00406132855395358	89	71	0.844384297802814	0.95823386604589
host_body_mass_index	s__Bacteroides_faecis	host_body_mass_index	0.000994843509510817	0.00515827830403419	89	23	0.847554669182619	0.959137496778089
host_body_mass_index	s__Flavonifractor_plautii	host_body_mass_index	0.000232200038805441	0.00124393995537973	89	25	0.85239586573199	0.961165029041665
sex	s__Parasutterella_excrementihominis	male	0.000923042355903747	0.00500350980975402	89	31	0.854104567886034	0.961165029041665
host_body_mass_index	s__Alistipes_onderdonkii	host_body_mass_index	0.00224942239436755	0.0126826851897305	89	72	0.859672599045965	0.963774549268134
host_age	s__Ruminococcus_lactaris	host_age	0.00106364743834081	0.00617063965628234	89	39	0.863580165433328	0.963774549268134
sex	s__Escherichia_unclassified	male	-0.00084612892487202	0.00489044829045732	89	39	0.863075351092479	0.963774549268134
sex	s__Bacteroides_intestinalis	male	-0.00275702336860257	0.0163254000349031	89	21	0.866317790303046	0.964166356149947
host_body_mass_index	s__Bilophila_unclassified	host_body_mass_index	0.000636113329886852	0.00385194819873473	89	67	0.86924984373183	0.964771804581482
host_body_mass_index	s__Methanobrevibacter_smithii	host_body_mass_index	0.00158647382107993	0.0108804890849221	89	29	0.884438899002792	0.965869927514347
host_age	s__Bacteroides_eggerthii	host_age	-0.0035434332469111	0.0233961430437597	89	23	0.879999078681056	0.965869927514347
host_age	s__Parabacteroides_unclassified	host_age	-0.00207432511302342	0.0142178098477787	89	36	0.884370288074888	0.965869927514347
host_age	s__Anaerotruncus_colihominis	host_age	-0.000152205228872756	0.000984045030944891	89	19	0.877468652993106	0.965869927514347
host_age	s__Ruminococcaceae_bacterium_D16	host_age	0.000306386268437994	0.00214876222160443	89	20	0.886974611653026	0.965869927514347
description	s__Oxalobacter_formigenes	Population Control	-0.000646225380331169	0.004476045022443	89	24	0.885568084851666	0.965869927514347
host_body_mass_index	s__Parasutterella_excrementihominis	host_body_mass_index	0.000361438701056701	0.00247888658071745	89	31	0.884440615167299	0.965869927514347
description	s__Bacteroides_ovatus	Population Control	-0.00369259769666056	0.0272144033260496	89	78	0.892410815318224	0.969177337066028
host_body_mass_index	s__Parabacteroides_goldsteinii	host_body_mass_index	-0.000781286162540748	0.00618987561714485	89	26	0.899874456355622	0.969464747647123
host_body_mass_index	s__Alistipes_putredinis	host_body_mass_index	-0.0018953120642227	0.0149448838534422	89	70	0.899400978600978	0.969464747647123
sex	s__Veillonella_parvula	male	-0.00177286564074948	0.0139473446606871	89	25	0.899171233021479	0.969464747647123
host_age	s__Streptococcus_parasanguinis	host_age	0.000396115639680443	0.00333335954755786	89	26	0.90570495456901	0.973151068207128
host_body_mass_index	s__Anaerotruncus_unclassified	host_body_mass_index	0.000217197756219665	0.00204195087671079	89	19	0.915556843239572	0.981127227238162
sex	s__Bifidobacterium_longum	male	-0.00129777977437737	0.0133403507227142	89	42	0.922745538507506	0.986214808351937
host_age	s__Parasutterella_excrementihominis	host_age	-0.000254356843627851	0.00274979956703423	89	31	0.926531930001355	0.987648811927566
host_body_mass_index	s__Bifidobacterium_bifidum	host_body_mass_index	-0.000189719065263443	0.00533715279373914	89	19	0.971732222073145	0.989119368098348
host_body_mass_index	s__Collinsella_aerofaciens	host_body_mass_index	0.000220397696104503	0.00575114516749188	89	62	0.969526100695249	0.989119368098348
description	s__Bacteroides_faecis	Population Control	-0.000817575424447032	0.0109023065757496	89	23	0.94040903919752	0.989119368098348
description	s__Bacteroides_intestinalis	Population Control	-0.000871742534010524	0.0170946161455378	89	21	0.959456497751786	0.989119368098348
sex	s__Bacteroides_salyersiae	male	0.000899638170044136	0.0154948939562092	89	20	0.953845377838999	0.989119368098348
host_body_mass_index	s__Bacteroides_salyersiae	host_body_mass_index	0.000416617195873171	0.00767662823860342	89	20	0.956854669566502	0.989119368098348
host_body_mass_index	s__Bacteroides_thetaiotaomicron	host_body_mass_index	-0.000651058217716319	0.00960154273967698	89	65	0.94610792856708	0.989119368098348
description	s__Bacteroides_vulgatus	Population Control	0.00206305534067097	0.0370716390872205	89	72	0.955758983460876	0.989119368098348
host_body_mass_index	s__Bacteroidales_bacterium_ph8	host_body_mass_index	0.000259505985905316	0.0081558593884173	89	57	0.974696162744509	0.989119368098348
host_age	s__Parabacteroides_merdae	host_age	-0.00103196342482096	0.0123112267638851	89	63	0.933406594957056	0.989119368098348
host_body_mass_index	s__Parabacteroides_unclassified	host_body_mass_index	0.000372646157255871	0.0128170570907696	89	36	0.976877791760497	0.989119368098348
sex	s__Streptococcus_salivarius	male	0.000520176403414731	0.00736830732673467	89	45	0.943895109510719	0.989119368098348
host_body_mass_index	s__Streptococcus_thermophilus	host_body_mass_index	-0.000397731397121191	0.00702761026097697	89	34	0.955008502892753	0.989119368098348
description	s__Eubacterium_ventriosum	Population Control	0.000487044805232404	0.0088270073886008	89	39	0.956135288211537	0.989119368098348
host_body_mass_index	s__Ruminococcus_obeum	host_body_mass_index	-0.000263855883189564	0.00483568235086911	89	81	0.956621573513905	0.989119368098348
host_age	s__Dorea_longicatena	host_age	-0.000532752398235175	0.00672055983125782	89	67	0.937014213958792	0.989119368098348
sex	s__Roseburia_unclassified	male	-0.000271540199668102	0.00767423905522747	89	29	0.971862209607491	0.989119368098348
sex	s__Faecalibacterium_prausnitzii	male	-0.000815286471116984	0.018584537530082	89	78	0.965118079944927	0.989119368098348
sex	s__Ruminococcaceae_bacterium_D16	male	-0.000118670102312712	0.00390986782582934	89	20	0.975862368170575	0.989119368098348
host_body_mass_index	s__Ruminococcus_callidus	host_body_mass_index	-0.000127699124299386	0.00386804728448667	89	21	0.97374577513108	0.989119368098348
description	s__Bacteroides_dorei	Population Control	-0.000809358453060669	0.0340621167888157	89	64	0.981102218480151	0.990913240664953
sex	s__Ruminococcus_lactaris	male	-0.000157170858117567	0.0112280387351889	89	39	0.988866372458854	0.996264375245329
sex	s__Dorea_longicatena	male	0.00012321972252165	0.0122286683894582	89	67	0.991985497957484	0.996920749191103
host_body_mass_index	s__Lachnospiraceae_bacterium_8_1_57FAA	host_body_mass_index	1.77522646516244e-05	0.00357213675771525	89	32	0.996047182141349	0.998518763238473
host_age	s__Ruminococcus_bromii	host_age	-1.55389645907205e-05	0.0128479253157079	89	37	0.99903800704183	0.99903800704183
