metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
host_body_mass_index	s__Lachnospiraceae_bacterium_7_1_58FAA	host_body_mass_index	-0.00144875186988493	0.00181578703030459	118	92	0.426880586096761	0.875963705985836
sex	s__Lachnospiraceae_bacterium_7_1_58FAA	male	-0.00312841715750853	0.00351394539430714	118	92	0.375802768547479	0.875963705985836
host_age	s__Lachnospiraceae_bacterium_8_1_57FAA	host_age	0.00264920535890253	0.00336538661549717	118	36	0.433069153770743	0.875963705985836
host_body_mass_index	s__Roseburia_hominis	host_body_mass_index	-0.00575993632320692	0.00630823977699743	118	98	0.363440604925865	0.875963705985836
host_age	s__Roseburia_intestinalis	host_age	-0.00486190336343302	0.00623485177199601	118	73	0.437654837483904	0.875963705985836
host_body_mass_index	s__Roseburia_inulinivorans	host_body_mass_index	0.00509091565404971	0.005454733098941	118	91	0.352957652326148	0.875963705985836
description	s__Roseburia_unclassified	Household Control	0.00702677958025905	0.00897851937496212	118	38	0.439377142582345	0.875963705985836
description	s__Faecalibacterium_prausnitzii	Household Control	0.0177362967847644	0.0188609786534945	118	107	0.355077702496106	0.875963705985836
description	s__Ruminococcaceae_bacterium_D16	Population Control	-0.0038893510991783	0.00430212429988732	118	26	0.368183975407421	0.875963705985836
description	s__Ruminococcus_lactaris	Household Control	0.0138024694817072	0.0145920011112665	118	56	0.346529651987021	0.875963705985836
sex	s__Ruminococcus_lactaris	male	0.00809175464425486	0.0103428075830756	118	56	0.435891860138658	0.875963705985836
host_age	s__Subdoligranulum_unclassified	host_age	0.0121391462673531	0.0136535814070637	118	116	0.376508710102301	0.875963705985836
host_age	s__Coprobacillus_unclassified	host_age	0.00368601255899241	0.00431095200618171	118	24	0.394828597245328	0.875963705985836
host_body_mass_index	s__Veillonella_parvula	host_body_mass_index	-0.00474664908458717	0.00585600932970804	118	30	0.41958660609946	0.875963705985836
host_age	s__Veillonella_parvula	host_age	0.00578297235449066	0.00639449511753292	118	30	0.36811083075571	0.875963705985836
sex	s__Veillonella_unclassified	male	-0.0120426720430639	0.0145499817084471	118	44	0.409901019020585	0.875963705985836
description	s__Burkholderiales_bacterium_1_1_47	Population Control	-0.00433586078967473	0.0049153933664085	118	44	0.379912874119732	0.875963705985836
host_age	s__Oxalobacter_formigenes	host_age	0.00205656350164551	0.00216193841919314	118	29	0.344130234449378	0.875963705985836
description	s__Parasutterella_excrementihominis	Population Control	-0.00440433805852264	0.00509715917479565	118	43	0.389725691638777	0.875963705985836
host_body_mass_index	s__Parasutterella_excrementihominis	host_body_mass_index	-0.00177025243172187	0.00226186078063874	118	43	0.435748380369516	0.875963705985836
sex	s__Parasutterella_excrementihominis	male	0.00375597025565303	0.00434745848603857	118	43	0.390028198794209	0.875963705985836
host_body_mass_index	s__Sutterella_wadsworthensis	host_body_mass_index	-0.00522695579454883	0.00532035724268546	118	32	0.33033761529404	0.875963705985836
description	s__Bilophila_unclassified	Population Control	-0.0070220407230317	0.00802555835880554	118	88	0.383806058820585	0.875963705985836
host_body_mass_index	s__Bilophila_unclassified	host_body_mass_index	0.00283254348382221	0.00354278036430126	118	88	0.425975026785134	0.875963705985836
sex	s__Desulfovibrio_desulfuricans	male	0.00280483738634282	0.00347592273354234	118	28	0.422305240150496	0.875963705985836
host_age	s__Haemophilus_parainfluenzae	host_age	0.0047178576016104	0.00549456612677056	118	34	0.392634120336641	0.875963705985836
host_body_mass_index	s__Alistipes_onderdonkii	host_body_mass_index	-0.00909439650815026	0.011826428392388	118	94	0.443749140993654	0.878623299167436
host_age	s__Alistipes_senegalensis	host_age	-0.00202367702669983	0.00264948539865224	118	50	0.447061875978786	0.881231510429429
host_age	s__Coprococcus_comes	host_age	-0.00334544059091542	0.00439512630380235	118	78	0.448626950764073	0.881231510429429
host_body_mass_index	s__Subdoligranulum_unclassified	host_body_mass_index	-0.00939819312120841	0.0124099180644877	118	116	0.450680833395745	0.881766847948197
host_age	s__Bacteroides_cellulosilyticus	host_age	0.0112170884608803	0.01494050541373	118	70	0.454824932032928	0.884689306013156
sex	s__Bacteroides_dorei	male	0.0228553241659796	0.0305723230549627	118	86	0.456593778971144	0.884689306013156
description	s__Bacteroides_eggerthii	Population Control	0.0333010090103578	0.0446225453387646	118	30	0.457536287554279	0.884689306013156
description	s__Lachnospiraceae_bacterium_5_1_63FAA	Population Control	-0.00557607670938138	0.00753436332238282	118	88	0.461017163475143	0.88795134599298
host_body_mass_index	s__Bifidobacterium_adolescentis	host_body_mass_index	-0.00513735041536713	0.00762323780640993	118	43	0.502310111789757	0.891692723236138
host_body_mass_index	s__Bacteroides_massiliensis	host_body_mass_index	-0.00616288559247157	0.00893609393395391	118	35	0.493690396515703	0.891692723236138
host_age	s__Bacteroides_thetaiotaomicron	host_age	-0.00682645831768449	0.00984801326325403	118	93	0.48999252606089	0.891692723236138
host_body_mass_index	s__Bacteroidales_bacterium_ph8	host_body_mass_index	0.00511139264388781	0.00752000718708064	118	77	0.498500470502778	0.891692723236138
host_age	s__Bacteroidales_bacterium_ph8	host_age	0.00633098314892336	0.00885469794041939	118	77	0.476463459965943	0.891692723236138
sex	s__Odoribacter_unclassified	male	-0.00245147879601528	0.00363424186201099	118	25	0.501549752980767	0.891692723236138
description	s__Parabacteroides_distasonis	Population Control	0.0167538077105085	0.0235057118131218	118	80	0.477784198358033	0.891692723236138
description	s__Paraprevotella_unclassified	Population Control	-0.0143848977256601	0.0199383512568224	118	27	0.472481531112544	0.891692723236138
host_body_mass_index	s__Flavonifractor_plautii	host_body_mass_index	-0.000801265986904891	0.0010985020802855	118	31	0.467646741447354	0.891692723236138
host_body_mass_index	s__Eubacterium_hallii	host_body_mass_index	0.00527653688541604	0.00775528211105025	118	95	0.49786830558923	0.891692723236138
host_age	s__Eubacterium_hallii	host_age	-0.00595724086675957	0.00846359151432803	118	95	0.483184837215437	0.891692723236138
description	s__Eubacterium_ramulus	Population Control	-0.00392165190442163	0.00542814360421284	118	50	0.472030706744174	0.891692723236138
host_body_mass_index	s__Eubacterium_rectale	host_body_mass_index	0.00915380322220902	0.013242164177766	118	96	0.491440736457894	0.891692723236138
host_age	s__Dorea_formicigenerans	host_age	-0.00253260045467334	0.00362465661030027	118	94	0.486385269634172	0.891692723236138
description	s__Oscillibacter_unclassified	Household Control	-0.00704715866988873	0.0100685889949022	118	114	0.487002484973346	0.891692723236138
host_age	s__Clostridium_bartlettii	host_age	-0.003061709424923	0.00420001197528154	118	47	0.46779210216766	0.891692723236138
description	s__Burkholderiales_bacterium_1_1_47	Household Control	0.00407327759637449	0.00597890865164081	118	44	0.498497944943094	0.891692723236138
description	s__Bilophila_unclassified	Household Control	-0.00644277859586422	0.00910160306954025	118	88	0.482634163079565	0.891692723236138
description	s__Bilophila_wadsworthia	Household Control	-0.00209419207905233	0.00304469137572196	118	40	0.494731890739747	0.891692723236138
host_age	s__Desulfovibrio_desulfuricans	host_age	0.00149874696572364	0.00208622048433076	118	28	0.474616313030877	0.891692723236138
host_body_mass_index	s__Escherichia_coli	host_body_mass_index	0.0042715513418121	0.00634791186333506	118	50	0.502590444005823	0.891692723236138
host_body_mass_index	s__Haemophilus_parainfluenzae	host_body_mass_index	-0.00363420779510855	0.00503473145162885	118	34	0.472119299249461	0.891692723236138
host_body_mass_index	s__Bifidobacterium_longum	host_body_mass_index	-0.00364068868324212	0.00552479271004285	118	53	0.511903404213084	0.892226003822101
sex	s__Bacteroides_vulgatus	male	-0.0201646229384139	0.0304663526185037	118	97	0.509747183840475	0.892226003822101
host_body_mass_index	s__Parabacteroides_distasonis	host_body_mass_index	0.00677842851828852	0.0101802382642086	118	80	0.507251904363735	0.892226003822101
description	s__Dorea_longicatena	Household Control	-0.00860116789556733	0.0126365476382967	118	89	0.507663035501056	0.892226003822101
sex	s__Roseburia_hominis	male	-0.00815501998049353	0.0123725858488531	118	98	0.511364453179973	0.892226003822101
host_age	s__Parabacteroides_johnsonii	host_age	0.0037682556646184	0.00580398939099711	118	26	0.517792662297141	0.892496168528998
host_body_mass_index	s__Clostridium_leptum	host_body_mass_index	0.00190056206210979	0.00291790075230147	118	45	0.51708302694717	0.892496168528998
host_body_mass_index	s__Veillonella_unclassified	host_body_mass_index	-0.00480435901615309	0.00742778340909638	118	44	0.519270498053235	0.892496168528998
sex	s__Burkholderiales_bacterium_1_1_47	male	0.00279331582177689	0.00428308068334501	118	44	0.515953245768982	0.892496168528998
sex	s__Methanobrevibacter_smithii	male	-0.0116634980655405	0.0182325114821962	118	39	0.523854594056423	0.897259598816365
sex	s__Holdemania_filiformis	male	-0.00159516777853574	0.00250934449902053	118	30	0.526792196086052	0.899179782974469
sex	s__Streptococcus_thermophilus	male	-0.00650588699699525	0.0103756306558754	118	45	0.532875660907075	0.900250689928336
host_age	s__Escherichia_coli	host_age	-0.00436889965206323	0.00692768260533968	118	50	0.529741431842085	0.900250689928336
host_body_mass_index	s__Escherichia_unclassified	host_body_mass_index	0.0013583938677944	0.00216772142138789	118	49	0.532356304553218	0.900250689928336
description	s__Dorea_formicigenerans	Population Control	-0.00453672214982678	0.00741633522655957	118	94	0.542139430009308	0.912785775015671
host_body_mass_index	s__Coprococcus_catus	host_body_mass_index	-0.00147011382179286	0.00244093145623799	118	70	0.548381611500405	0.916945819789298
description	s__Dorea_unclassified	Household Control	-0.00266708964045253	0.00441541505004947	118	25	0.550901694357643	0.916945819789298
description	s__Lachnospiraceae_bacterium_7_1_58FAA	Population Control	-0.00242112175142295	0.00406749119817224	118	92	0.55309528608539	0.916945819789298
sex	s__Roseburia_inulinivorans	male	0.00634783206821844	0.0106985713820395	118	91	0.554324197874528	0.916945819789298
sex	s__Roseburia_unclassified	male	-0.00396911662221653	0.00670797458129232	118	38	0.555724739266241	0.916945819789298
host_age	s__Sutterella_wadsworthensis	host_age	0.00404474451477869	0.0066878246058171	118	32	0.546928166268361	0.916945819789298
sex	s__Bacteroides_uniformis	male	-0.0215596530460213	0.0373648545761019	118	106	0.565588148729377	0.918109299428102
description	s__Parabacteroides_merdae	Population Control	-0.0138598326094786	0.0236879281068358	118	81	0.559844528969911	0.918109299428102
description	s__Alistipes_onderdonkii	Population Control	-0.0152441567831007	0.0264487654251098	118	94	0.565703709748629	0.918109299428102
host_age	s__Streptococcus_thermophilus	host_age	-0.00420063935546203	0.00725980423767665	118	45	0.564244485036319	0.918109299428102
description	s__Haemophilus_parainfluenzae	Household Control	-0.00803330516936232	0.0139317285143724	118	34	0.565518678649727	0.918109299428102
description	s__Bacteroides_thetaiotaomicron	Population Control	-0.0112683719553583	0.019752072287064	118	93	0.569682224666646	0.921544775196045
description	s__Bacteroides_fragilis	Population Control	-0.0120733750317772	0.0214131600121008	118	47	0.574179697861721	0.923614644492865
description	s__Roseburia_unclassified	Population Control	0.00446377154288066	0.00794684110517041	118	38	0.575672588975804	0.923614644492865
sex	s__Faecalibacterium_prausnitzii	male	-0.00829689240527407	0.0147897058290592	118	107	0.576559444744031	0.923614644492865
host_age	s__Methanobrevibacter_smithii	host_age	0.00532871360006469	0.0101449825942396	118	39	0.600591572897276	0.923843473139172
description	s__Bacteroides_fragilis	Household Control	-0.0130144187022825	0.0246909188670396	118	47	0.600056322360089	0.923843473139172
description	s__Bacteroides_nordii	Household Control	0.00326480768060195	0.00625344527010549	118	36	0.604651343165169	0.923843473139172
sex	s__Coprobacter_fastidiosus	male	-0.00297538109163044	0.00557567277185415	118	34	0.597235950424413	0.923843473139172
host_age	s__Odoribacter_splanchnicus	host_age	0.00406562376906031	0.0076114252648968	118	59	0.594601570999137	0.923843473139172
sex	s__Parabacteroides_unclassified	male	0.0120222519961194	0.0223064639735668	118	49	0.591137953394823	0.923843473139172
description	s__Alistipes_finegoldii	Household Control	-0.00921035445779711	0.0174026259564552	118	78	0.599187187391668	0.923843473139172
host_body_mass_index	s__Alistipes_indistinctus	host_body_mass_index	0.00324971482802773	0.00594137796757144	118	67	0.585647390706495	0.923843473139172
description	s__Alistipes_onderdonkii	Household Control	-0.017730597020276	0.0319060149146425	118	94	0.580326634312832	0.923843473139172
description	s__Alistipes_putredinis	Population Control	0.0156833742846296	0.0299442617156114	118	97	0.601633323744851	0.923843473139172
description	s__Alistipes_shahii	Population Control	0.00974887273246099	0.0183097506333922	118	82	0.595740187369727	0.923843473139172
host_body_mass_index	s__Eubacterium_eligens	host_body_mass_index	-0.00458550217089999	0.00860093156064007	118	92	0.595145801115523	0.923843473139172
host_age	s__Eubacterium_rectale	host_age	0.00803943944428387	0.0155220828105822	118	96	0.605889979509627	0.923843473139172
host_age	s__Ruminococcus_gnavus	host_age	0.00443545937566263	0.00801124615662696	118	40	0.581151007852796	0.923843473139172
sex	s__Ruminococcus_gnavus	male	-0.00712489197196632	0.0140806610554793	118	40	0.614029298308662	0.923843473139172
description	s__Peptostreptococcaceae_noname_unclassified	Population Control	-0.00557611744709048	0.0108555373815001	118	46	0.608641928701821	0.923843473139172
host_body_mass_index	s__Peptostreptococcaceae_noname_unclassified	host_body_mass_index	-0.00247431266834942	0.00486151634448199	118	46	0.611924946284299	0.923843473139172
description	s__Ruminococcus_callidus	Household Control	-0.00137100846723482	0.00265280018932969	118	28	0.613052574747995	0.923843473139172
host_body_mass_index	s__Desulfovibrio_desulfuricans	host_body_mass_index	0.000927345618264544	0.00182229235933967	118	28	0.612113077528157	0.923843473139172
description	s__Haemophilus_parainfluenzae	Population Control	0.00609499178015498	0.0112423185702145	118	34	0.588947743850489	0.923843473139172
description	s__Bacteroides_salyersiae	Population Control	-0.00865482318297215	0.0172853739942702	118	27	0.617726098996945	0.926589148495417
description	s__Eubacterium_siraeum	Population Control	0.0158770840572139	0.0319858818872407	118	64	0.620739380114286	0.928296051832542
description	s__Bacteroides_cellulosilyticus	Household Control	-0.0132898636889302	0.0268727314043872	118	70	0.625955296599448	0.929118401490177
description	s__Bacteroidales_bacterium_ph8	Population Control	0.00859940857427368	0.017600548423992	118	77	0.626276165561677	0.929118401490177
sex	s__Oscillibacter_unclassified	male	-0.00358438191012542	0.00734882851061856	118	114	0.626920295146907	0.929118401490177
sex	s__Parabacteroides_johnsonii	male	-0.00451867395084123	0.00960207643753159	118	26	0.639084805124497	0.935360341619446
sex	s__Ruminococcus_torques	male	-0.00603836707507955	0.0128686566253681	118	115	0.640195257419817	0.935360341619446
host_age	s__Ruminococcus_lactaris	host_age	-0.00270183459150244	0.00575497253948431	118	56	0.63977070269889	0.935360341619446
description	s__Oxalobacter_formigenes	Household Control	-0.00207586005485565	0.00431529612119116	118	29	0.634165821885775	0.935360341619446
host_age	s__Escherichia_unclassified	host_age	0.0011376005601335	0.00242855967350965	118	49	0.640580112745439	0.935360341619446
host_body_mass_index	s__Eubacterium_siraeum	host_body_mass_index	0.00655198782682469	0.014324476267061	118	64	0.648397354795559	0.938469855625151
sex	s__Ruminococcus_bromii	male	-0.00920399833807154	0.0199532526498358	118	56	0.645782455406936	0.938469855625151
description	s__Subdoligranulum_unclassified	Population Control	-0.0127089276857094	0.0277371897744777	118	116	0.647845151033707	0.938469855625151
host_body_mass_index	s__Bacteroides_dorei	host_body_mass_index	0.00718626401636684	0.015864112662706	118	86	0.65156118612403	0.940299670937012
sex	s__Clostridium_leptum	male	0.00243995676881093	0.00552120372690001	118	45	0.660116787552985	0.947124086489065
host_age	s__Parasutterella_excrementihominis	host_age	-0.00112114565968287	0.00253539952072952	118	43	0.659476567192354	0.947124086489065
host_body_mass_index	s__Methanobrevibacter_smithii	host_body_mass_index	0.00270574274095249	0.00929595927412491	118	39	0.771615559698094	0.961432426016301
host_body_mass_index	s__Adlercreutzia_equolifaciens	host_body_mass_index	0.000718351475710276	0.00204749293528876	118	50	0.72645814176294	0.961432426016301
host_age	s__Adlercreutzia_equolifaciens	host_age	-0.000771966929809876	0.00223449561016804	118	50	0.730476238324595	0.961432426016301
host_body_mass_index	s__Collinsella_aerofaciens	host_body_mass_index	-0.0013575208328484	0.00513377581803257	118	80	0.792004528229178	0.961432426016301
sex	s__Eggerthella_unclassified	male	-0.000951803645128982	0.00390181814239201	118	34	0.807826882953483	0.961432426016301
host_body_mass_index	s__Bacteroides_cellulosilyticus	host_body_mass_index	0.00488311938918838	0.0118733217646829	118	70	0.682455581480695	0.961432426016301
description	s__Bacteroides_dorei	Population Control	-0.0108425988608042	0.0356488340673744	118	86	0.761665613578382	0.961432426016301
host_body_mass_index	s__Bacteroides_eggerthii	host_body_mass_index	0.00765586414690428	0.0180027212506909	118	30	0.672336247137802	0.961432426016301
host_age	s__Bacteroides_eggerthii	host_age	0.00577077261003451	0.0225284679408946	118	30	0.798452809161947	0.961432426016301
host_body_mass_index	s__Bacteroides_faecis	host_body_mass_index	-0.00142750580891942	0.00511851498104945	118	34	0.78092524537105	0.961432426016301
sex	s__Bacteroides_faecis	male	0.00313769921111196	0.00982286268380064	118	34	0.750148177873338	0.961432426016301
sex	s__Bacteroides_finegoldii	male	0.00402228892289179	0.0106157976633935	118	38	0.706732704918588	0.961432426016301
host_body_mass_index	s__Bacteroides_intestinalis	host_body_mass_index	-0.00159874052129851	0.00683386246940598	118	25	0.815516543182907	0.961432426016301
host_age	s__Bacteroides_massiliensis	host_age	0.00352954210963211	0.0116646413074497	118	35	0.762918780301729	0.961432426016301
host_age	s__Bacteroides_nordii	host_age	-0.00110222372791065	0.00310919920415201	118	36	0.723791875058838	0.961432426016301
host_body_mass_index	s__Bacteroides_salyersiae	host_body_mass_index	0.00216807428395883	0.00768714727038664	118	27	0.778512254136754	0.961432426016301
sex	s__Bacteroides_salyersiae	male	-0.00576736430929108	0.014804212399755	118	27	0.697771795798179	0.961432426016301
host_body_mass_index	s__Bacteroides_stercoris	host_body_mass_index	-0.00457875476870392	0.0153836693134946	118	65	0.766707954778738	0.961432426016301
description	s__Bacteroides_vulgatus	Household Control	0.0120335304504833	0.0407545566411481	118	97	0.768877098188211	0.961432426016301
description	s__Bacteroidales_bacterium_ph8	Household Control	0.00592176673835276	0.018198414573029	118	77	0.74651944702519	0.961432426016301
sex	s__Bacteroidales_bacterium_ph8	male	0.00536761664112331	0.0142647288674804	118	77	0.707682778105911	0.961432426016301
sex	s__Barnesiella_intestinihominis	male	0.00547337335573092	0.0218693764704203	118	70	0.80295489114853	0.961432426016301
host_body_mass_index	s__Coprobacter_fastidiosus	host_body_mass_index	0.00103683260897677	0.00295016114290095	118	34	0.727631581831046	0.961432426016301
host_body_mass_index	s__Odoribacter_unclassified	host_body_mass_index	-0.000476486527485792	0.00185294079614667	118	25	0.797600955880837	0.961432426016301
description	s__Parabacteroides_distasonis	Household Control	0.0103803620612582	0.0251550653747994	118	80	0.6822698698214	0.961432426016301
host_age	s__Parabacteroides_distasonis	host_age	0.00426272543594856	0.0117986360952598	118	80	0.718757772234601	0.961432426016301
host_body_mass_index	s__Parabacteroides_goldsteinii	host_body_mass_index	-0.00129772610141893	0.00548142967978429	118	33	0.81346531608918	0.961432426016301
sex	s__Parabacteroides_goldsteinii	male	-0.0037459305171768	0.0104029502083712	118	33	0.719867694319025	0.961432426016301
host_age	s__Parabacteroides_unclassified	host_age	-0.00342431355847921	0.0124118220889012	118	49	0.783212503740402	0.961432426016301
description	s__Paraprevotella_unclassified	Household Control	-0.00264230119945311	0.00793586550158621	118	27	0.744115832434519	0.961432426016301
host_age	s__Alistipes_indistinctus	host_age	-0.00247804993853393	0.00655768389802521	118	67	0.706395080610734	0.961432426016301
host_body_mass_index	s__Alistipes_putredinis	host_body_mass_index	0.00375575102336354	0.0134101622644658	118	97	0.780016011178458	0.961432426016301
description	s__Alistipes_senegalensis	Household Control	-0.00229519704510804	0.00599006352973859	118	50	0.703466122779456	0.961432426016301
sex	s__Alistipes_shahii	male	-0.00313895737321572	0.0132876020986468	118	82	0.814132616728015	0.961432426016301
host_age	s__Streptococcus_parasanguinis	host_age	0.00107699614730683	0.00295838908493278	118	34	0.716649247523476	0.961432426016301
sex	s__Streptococcus_parasanguinis	male	0.00133529109802752	0.00523881594658568	118	34	0.799362219272165	0.961432426016301
host_body_mass_index	s__Streptococcus_salivarius	host_body_mass_index	-0.000927704874225829	0.00342686252522137	118	58	0.787179186131514	0.961432426016301
host_age	s__Streptococcus_salivarius	host_age	-0.000967189779682698	0.0037813937476146	118	58	0.798702767743849	0.961432426016301
description	s__Streptococcus_thermophilus	Household Control	-0.00444005340874756	0.0120103271196793	118	45	0.713880551524737	0.961432426016301
host_body_mass_index	s__Streptococcus_thermophilus	host_body_mass_index	-0.00164471314319899	0.00549623693321748	118	45	0.765735048350454	0.961432426016301
sex	s__Eubacterium_eligens	male	-0.00685364404956858	0.0166475845780491	118	92	0.68169451482838	0.961432426016301
sex	s__Eubacterium_rectale	male	-0.00831793910167417	0.0251357575096387	118	96	0.741702195810525	0.961432426016301
host_age	s__Eubacterium_siraeum	host_age	0.00521265578573557	0.0156327666801888	118	64	0.73951135872939	0.961432426016301
host_age	s__Anaerostipes_hadrus	host_age	0.00125522137507914	0.00527453131598126	118	74	0.812511241118232	0.961432426016301
sex	s__Ruminococcus_obeum	male	-0.00212194699062716	0.0084524712386367	118	109	0.802305275314102	0.961432426016301
description	s__Coprococcus_comes	Household Control	0.00282919294752531	0.00778789454347761	118	78	0.720070380481959	0.961432426016301
sex	s__Coprococcus_comes	male	-0.00174850998381382	0.00653989593509118	118	78	0.790249235104043	0.961432426016301
host_body_mass_index	s__Dorea_formicigenerans	host_body_mass_index	-0.00103657650912916	0.00332131276905009	118	94	0.755628784113805	0.961432426016301
host_body_mass_index	s__Dorea_longicatena	host_body_mass_index	0.00173031676193119	0.0051828907248989	118	89	0.739582739562709	0.961432426016301
host_age	s__Dorea_longicatena	host_age	-0.00189293411946209	0.00606694805131949	118	89	0.755975135349505	0.961432426016301
sex	s__Dorea_longicatena	male	-0.00246408071506064	0.00984006606479734	118	89	0.803262038252245	0.961432426016301
description	s__Lachnospiraceae_bacterium_3_1_46FAA	Population Control	0.00332620896914896	0.00851781121214819	118	89	0.697120178626536	0.961432426016301
host_body_mass_index	s__Lachnospiraceae_bacterium_3_1_46FAA	host_body_mass_index	-0.00103522774450521	0.00341706092228331	118	89	0.763049129659487	0.961432426016301
sex	s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	male	-0.00164863603819761	0.00417444061526694	118	32	0.693748538603394	0.961432426016301
description	s__Lachnospiraceae_bacterium_5_1_63FAA	Household Control	-0.00380615947814513	0.00933674879256505	118	88	0.684417158092053	0.961432426016301
host_body_mass_index	s__Lachnospiraceae_bacterium_5_1_63FAA	host_body_mass_index	-0.000934241212587422	0.00337417017230778	118	88	0.7824551838682	0.961432426016301
description	s__Roseburia_intestinalis	Household Control	-0.00275372392091957	0.0103310258971261	118	73	0.793138957264204	0.961432426016301
description	s__Clostridium_bartlettii	Household Control	-0.00145145506540145	0.00508639374490798	118	47	0.778738417133763	0.961432426016301
sex	s__Clostridium_bartlettii	male	-0.00151274974226435	0.00484572677022735	118	47	0.75724923210072	0.961432426016301
host_body_mass_index	s__Anaerotruncus_unclassified	host_body_mass_index	-0.000438090605122858	0.00188385365532804	118	26	0.816595649483533	0.961432426016301
sex	s__Anaerotruncus_unclassified	male	0.00132224795456076	0.00369487240516973	118	26	0.721217513201597	0.961432426016301
host_age	s__Faecalibacterium_prausnitzii	host_age	0.00236793671684503	0.00918418704157345	118	107	0.797165075588937	0.961432426016301
host_body_mass_index	s__Ruminococcaceae_bacterium_D16	host_body_mass_index	-0.000608227270765288	0.0019266524415031	118	26	0.752908205875669	0.961432426016301
sex	s__Ruminococcaceae_bacterium_D16	male	-0.00117362998284608	0.00377881526005431	118	26	0.756778406627946	0.961432426016301
host_age	s__Ruminococcus_bromii	host_age	0.00280054357282027	0.0119487010470753	118	56	0.815234777994539	0.961432426016301
host_body_mass_index	s__Ruminococcus_callidus	host_body_mass_index	-0.000543386948038093	0.00141286691753973	118	28	0.705508810244757	0.961432426016301
description	s__Ruminococcus_lactaris	Population Control	0.0041689628356644	0.0117751307671942	118	56	0.72406344214191	0.961432426016301
host_body_mass_index	s__Coprobacillus_unclassified	host_body_mass_index	-0.00103483767713155	0.00321899971235552	118	24	0.74939094780735	0.961432426016301
description	s__Oxalobacter_formigenes	Population Control	-0.000992083875477788	0.00429151723839097	118	29	0.817703134046188	0.961432426016301
host_body_mass_index	s__Oxalobacter_formigenes	host_body_mass_index	-0.000594446385353201	0.00181166945456046	118	29	0.743722716215565	0.961432426016301
description	s__Sutterella_wadsworthensis	Household Control	0.00348043128395065	0.0120517521644169	118	32	0.775780669678812	0.961432426016301
host_age	s__Bilophila_unclassified	host_age	-0.00117392087740279	0.00400416670828148	118	88	0.770085744676752	0.961432426016301
host_body_mass_index	s__Bilophila_wadsworthia	host_body_mass_index	0.000280407360566199	0.00117536176752636	118	40	0.811944828833699	0.961432426016301
sex	s__Escherichia_unclassified	male	0.00154612734695902	0.00416760038707903	118	49	0.711488430035535	0.961432426016301
sex	s__Haemophilus_parainfluenzae	male	0.00282317387547205	0.00987480649330176	118	34	0.775560743757031	0.961432426016301
host_age	s__C2likevirus_unclassified	host_age	0.00105390606285857	0.00253500367375977	118	25	0.678576686860556	0.961432426016301
sex	s__Bacteroides_intestinalis	male	-0.00305446071634005	0.013403509230942	118	25	0.820210313594759	0.962095036088639
host_age	s__Oscillibacter_unclassified	host_age	-0.000952288614119356	0.00424041517106538	118	114	0.822836743104824	0.962894061080113
sex	s__Collinsella_aerofaciens	male	-0.00210805251547038	0.00996954964634975	118	80	0.833044774390136	0.966080517505984
host_age	s__Bacteroides_uniformis	host_age	0.00489061189781129	0.0226206304896663	118	106	0.829348735454395	0.966080517505984
sex	s__Eubacterium_ramulus	male	0.000805277451737714	0.00373328632697206	118	50	0.830522709514979	0.966080517505984
description	s__Subdoligranulum_unclassified	Household Control	0.00711269103034305	0.033648387398687	118	116	0.833366426212232	0.966080517505984
host_body_mass_index	s__Eubacterium_ventriosum	host_body_mass_index	-0.000642610036796031	0.00307675186257753	118	51	0.83583548857204	0.966678894493364
description	s__Anaerotruncus_unclassified	Household Control	-0.00106535691200677	0.00521285751563716	118	26	0.838487423751132	0.967485488943614
host_age	s__Bifidobacterium_longum	host_age	-0.0012608219166648	0.00652959053058609	118	53	0.847354180498173	0.967822335721408
description	s__Parabacteroides_johnsonii	Household Control	0.00245745514538465	0.0125755965223176	118	26	0.845798188813029	0.967822335721408
description	s__Alistipes_indistinctus	Household Control	0.00290835364417171	0.0159916128848237	118	67	0.856206125572143	0.967822335721408
host_body_mass_index	s__Alistipes_shahii	host_body_mass_index	-0.0013328118302474	0.00703906406450584	118	82	0.850525699789919	0.967822335721408
host_age	s__Clostridium_hathewayi	host_age	0.000522227660297901	0.00259987753148678	118	29	0.841359030728267	0.967822335721408
host_age	s__Roseburia_inulinivorans	host_age	-0.00108025765980722	0.00595292757994451	118	91	0.856376127365609	0.967822335721408
sex	s__Ruminococcus_callidus	male	-0.000527496447909471	0.00274727914553072	118	28	0.849893592140751	0.967822335721408
sex	s__Veillonella_parvula	male	-0.00212506066100968	0.0114779875191513	118	30	0.853506888738773	0.967822335721408
host_age	s__Burkholderiales_bacterium_1_1_47	host_age	-0.000443095386637153	0.00241768639700041	118	44	0.855027786310911	0.967822335721408
sex	s__Lachnospiraceae_bacterium_5_1_63FAA	male	-0.00114795375851397	0.0066178857496422	118	88	0.862645838994899	0.968275941728969
host_age	s__Peptostreptococcaceae_noname_unclassified	host_age	0.000932391461868726	0.0053055308486196	118	46	0.860861204897891	0.968275941728969
sex	s__Subdoligranulum_unclassified	male	-0.00421494304275445	0.0241414693874753	118	116	0.861792780316911	0.968275941728969
sex	s__Bifidobacterium_longum	male	0.00170968713239303	0.0104748159579141	118	53	0.870827745503238	0.969888990544258
